epoch,train_loss,test_loss,test_auc
1,0.3895504413526269,0.3709606755238313,0.6407236372472491
2,0.3503689569385745,0.3317545486566348,0.6460698808445753
3,0.3124109605445137,0.2947524268657733,0.6414646965264713
4,0.2779745930357824,0.2626028197698104,0.6396537761951449
5,0.2486552345035951,0.2348758871738727,0.6555238002439898
6,0.2226695269346237,0.2100183828518941,0.6852823886963473
7,0.1992589172494562,0.1871030878180112,0.7121563229784782
8,0.1772913286391692,0.165354660191597,0.7352620258928192
9,0.157382034010525,0.1467731633629554,0.7530649565331741
10,0.1413703869509546,0.1332223387291798,0.7657743934709825
11,0.129697176219919,0.123485858604694,0.7746374340984122
12,0.1213873596131047,0.1165913317448053,0.7809959472101204
13,0.1154578562024273,0.1118582626374868,0.7857978784031645
14,0.1111442085214053,0.1084238717762323,0.7895894903045865
15,0.1079873934199538,0.1059530155207866,0.7925703853563837
16,0.1056488739020085,0.1041114415209262,0.7948579050574293
17,0.1039334996968885,0.1028438004927757,0.7966385093322611
18,0.1026338869069196,0.1019238632745467,0.7981451773222752
19,0.1016021802832808,0.1006969796350369,0.7995371737356475
20,0.1005786481537396,0.0997754308944329,0.8011868094435596
21,0.0994682602961606,0.0984442433772178,0.8033103599596173
22,0.098137542680849,0.0967823562140648,0.8057064335949916
23,0.0966955519835405,0.0952842245976894,0.8083088603703265
24,0.0952398109096515,0.0936915830350839,0.8112863771898934
25,0.0938134246187496,0.0924480055291683,0.8145887620906513
26,0.0924684820154422,0.0909832553890271,0.8179570171740231
27,0.0912582468713009,0.0897288182607063,0.8211407307901462
28,0.0902562217480397,0.0891896044310086,0.8240209331010353
29,0.0894492358818084,0.0881019420539721,0.8263764619742603
30,0.0887546482437019,0.0873746066998976,0.8282694614591106
31,0.088191464623507,0.0875413925315325,0.829757679013251
32,0.0877614812524635,0.0865947867051149,0.830893629897791
33,0.0874619957153933,0.0861912655429198,0.8317417274263912
34,0.0870978868696131,0.0859236938353532,0.8324769503839471
35,0.0869087214145479,0.0857247911680203,0.833068184552903
36,0.0867254686082088,0.0857931143484818,0.8335739745586902
37,0.0864725354257263,0.0857039543489615,0.8340006099571378
38,0.0863453149795532,0.0856449162348722,0.8343989169898713
39,0.0862836375502468,0.0851928769491421,0.8347346494697799
40,0.0862075204430501,0.0851653417620139,0.8350320451789687
41,0.0861023391019317,0.0851643964170645,0.835309012498328
42,0.0859692006171504,0.0849029284161635,0.8355855184226109
43,0.0859398934518611,0.0848971305653834,0.8358618343977988
44,0.0858540385961532,0.0852114463177246,0.8361006769810175
45,0.0857872481681878,0.0847144632098766,0.8363278896808001
46,0.0857443634467789,0.0847263397123569,0.836517781068959
47,0.0856676822457509,0.085272602765606,0.8367197137129029
48,0.0855766690937401,0.0845605329777567,0.8368954966143528
49,0.0855853413620704,0.0845286867748468,0.8370814056934812
50,0.0855232076507203,0.0848811607043712,0.8372957048617262
51,0.0854599179723594,0.08440978639783,0.837471764007941
52,0.0854491787573582,0.0848597909777592,0.8376122043503351
53,0.0853937779942268,0.084380390189397,0.8377751524404627
54,0.085334723249455,0.0843007178929371,0.8379511730941022
55,0.0853176979984663,0.0842687733089312,0.8380987117627168
56,0.0852995446352641,0.0843342538254383,0.8382426089182969
57,0.0852058790718452,0.0841787078823798,0.8383894193357454
58,0.0852186913543109,0.0842603570089126,0.838523399381137
59,0.0852434099946595,0.0841385361762383,0.8386405327887599
60,0.085002389837858,0.0840919447155335,0.8388074810785533
61,0.0851757180040018,0.0839578785623113,0.8389045508493097
62,0.0850287248816671,0.0840646535540238,0.8390289485326495
63,0.0851143456240998,0.0841488705327113,0.8391191391609132
64,0.0849772351782156,0.0838728175044823,0.8392446622192061
65,0.085009384862607,0.0839424581768421,0.8393314834937692
66,0.0849198665281262,0.0838358763605356,0.839436783688542
67,0.084868242659995,0.0842472661191072,0.8395445227307272
68,0.0848551123273334,0.0837145393093427,0.8396506243620112
69,0.0847973272534488,0.0837548297662765,0.8397472559514652
70,0.084837140383411,0.0836945833303989,0.839851954912898
71,0.0848053313791751,0.0838313426153782,0.8399175574337046
72,0.0847575786464576,0.083652279105706,0.8399884198225749
73,0.084766874580255,0.0837829501869586,0.8400885318226645
74,0.0847907918682204,0.083689594717744,0.8401524488381662
75,0.0846306317733435,0.0836188834733688,0.840228474896345
76,0.0846135988124186,0.083551457304603,0.840324563717463
77,0.0846513208756341,0.0841719503060747,0.8403824142530372
78,0.0845537625394667,0.0834692384283512,0.8404714888907605
79,0.0846031105358012,0.0836038824743949,0.8405233242849984
80,0.0845153724185273,0.083439890992565,0.8405683031266895
81,0.0845081811982996,0.0835914502063622,0.8406402504369307
82,0.0844907557002351,0.0834765061545066,0.8407022330257253
83,0.0844464304232144,0.0838279712849702,0.8407770059962469
84,0.0844514518056678,0.0833066678391053,0.8408233157946207
85,0.0843935633290417,0.0835110028871359,0.8408716726212849
86,0.0843713122408224,0.0832829445313948,0.8409223688708912
87,0.0843720893458097,0.0834751174809076,0.8409388240646882
88,0.0843500035331596,0.0832209242794376,0.8410318512368209
89,0.0842995916929426,0.0832753616361281,0.8410966088947608
90,0.0842833634513088,0.0831729641423011,0.8411372192483274
91,0.0842490569841635,0.0831971268384502,0.8411680002496053
92,0.0842024728325726,0.0831087422437774,0.8412014297455608
93,0.0842274430809141,0.0839378409565259,0.8412649116349519
94,0.0842542465870516,0.0830910975543352,0.8412836615009454
95,0.0841882395074714,0.0831156012052908,0.8413633277335583
96,0.0841305043312567,0.083452829097708,0.8414022526599764
97,0.0841821491765447,0.0831428236495225,0.8414423920578469
98,0.0841156240835597,0.0830239708129412,0.8414817012776667
99,0.0840620263656483,0.0829890553767864,0.8415413429429229
100,0.0840319710866182,0.0829633638644829,0.8415397181975689
101,0.0840301855455471,0.0836307108211211,0.8416384812323966
102,0.0840614171014933,0.0828573556330341,0.8416314293109877
103,0.0840283275145707,0.0828573707538919,0.8416757600299596
104,0.0839581575951998,0.0829439384337419,0.8416952079973486
105,0.0839800525032266,0.082918578844804,0.8417244847599871
106,0.084033147123041,0.0829332205920647,0.8417716349165955
107,0.0839555694426916,0.0830615077931911,0.841835746230932
108,0.0838736656605254,0.0830375221963876,0.8418572190075514
