epoch,train_loss
1,0.057970918140470715
2,0.05251123794707979
3,0.05100544006801385
4,0.04979527524751031
5,0.048607714099355125
6,0.0473631237482477
7,0.0460787206063213
8,0.044505252092642306
9,0.04308701770230497
10,0.04157014560082654
