epoch,train_loss
1,0.12140462461452023
2,0.057192445263078734
3,0.054954088883897086
4,0.05377760309209468
5,0.052910040547492126
6,0.051985256643887576
7,0.05142287975725006
8,0.05085706763642551
9,0.05030823538486822
10,0.05000596004733894
11,0.04945200284504715
12,0.048929245633800994
13,0.04832000725221734
14,0.048055903508695735
15,0.047472616595004784
