epoch,train_loss,test_loss,test_auc
1,0.1214948120562336,0.1051048998935864,0.4172784413827297
2,0.1036871698885401,0.1026742614328097,0.3796757335199657
3,0.1007118154883007,0.0924050892106233,0.8206585332516785
4,0.09034241497328,0.0877732672274876,0.8351311506723846
5,0.0863134351429305,0.0837374424800658,0.8454691380624894
6,0.0829748366546781,0.0814788216868272,0.8497707123670833
7,0.0807466481446842,0.0793259930152159,0.8552977794507235
8,0.0791299263934923,0.076830949424169,0.8597138230342064
9,0.077636663238459,0.0768607714905952,0.8652650352182193
10,0.076451216873866,0.0741836380977661,0.8687941209661236
11,0.0757456250488758,0.0743797508569864,0.8734032844869092
12,0.0750968522144646,0.0732728180785973,0.875640745647837
13,0.0744862617241053,0.0729496286752132,0.8773966615367095
14,0.0741344520279878,0.0728237096076974,0.8774539797114942
15,0.0736041005323582,0.0725236986501094,0.8780672997559219
16,0.0735220152696099,0.0719896925374483,0.8800285884006825
17,0.0734509714772995,0.0730900706197971,0.8811550544932107
18,0.0730695963070928,0.0719412598663415,0.8804364350099925
19,0.0726742166931493,0.0729293040835704,0.8820130730611183
20,0.0725710230018896,0.0732383991567752,0.8821798805534603
21,0.0725215244967537,0.0713066935682526,0.8826899002294011
22,0.0723825817668362,0.0709791743077146,0.8830290749243628
23,0.0720188024913585,0.0709352952165481,0.8833733671012372
24,0.0718991384169534,0.0710609318879552,0.8838050606895596
25,0.0718085619750656,0.0711405059083914,0.8843490803155143
26,0.0717255661429106,0.0707288139905685,0.8853044646752712
27,0.071407383505868,0.0705158314357201,0.8849871655818456
28,0.0713549150601972,0.0698515353437799,0.8858086405223
29,0.0711042929393581,0.072126718572317,0.8844640681315146
30,0.0709222320278611,0.0729406426851757,0.8840505191444136
31,0.0709835076704621,0.0716153582749076,0.8860114591320987
32,0.0706463973049687,0.0714217567768616,0.8865217432995527
33,0.0707075806358192,0.070537551635733,0.8843694266599427
34,0.0704920549417221,0.0694756788798631,0.8858312958798532
35,0.070284912445217,0.0707240059804649,0.8873823246902947
36,0.0703200353144467,0.0691044055928404,0.8874234440786157
37,0.0702539844485589,0.0687181112332603,0.8866810769726452
38,0.0700083795746293,0.0699452177215463,0.8873918470810616
39,0.0698013732374846,0.0688609807107311,0.888371969559618
40,0.0699025116200688,0.0694445588936408,0.8879772915178955
41,0.0699061332364814,0.071024319028052,0.8878639397344065
42,0.0699324971654369,0.068468559308885,0.8879962601441528
43,0.0698869551378714,0.06942921608973,0.8880991639515766
44,0.0696936949498102,0.069129921710835,0.8873732839824997
45,0.0694139620524984,0.068352675738816,0.8890197354202349
46,0.0693882991618747,0.0687381188743389,0.8882965642269033
47,0.0693758089001043,0.0685637874385485,0.8880139362452001
48,0.0694133000424768,0.0690838712148177,0.8895164143521852
