epoch,train_loss,test_loss,test_auc
1,0.05934519306732829,0.053573108275107084,0.9133301831308287
2,0.05287135024841405,0.05284097345621329,0.918093066618531
3,0.052002770844940246,0.052644115957961875,0.9195427596739099
4,0.05142507828685215,0.052801115781525694,0.9205393331912018
5,0.05111245323612367,0.052232805474837996,0.9224165330312233
6,0.05060523099160063,0.052221329215609895,0.9246094836104813
7,0.050310606799009484,0.052644817139990696,0.92416786449243
8,0.05002323674329841,0.05224844935334622,0.9241151333585659
9,0.04970477231926262,0.05215757015798591,0.9253357450025007
10,0.04946773013215016,0.05224987567799808,0.925734958944074
11,0.04913768028677849,0.0522243997220105,0.9257149109924206
12,0.0489387786957387,0.052233692331310186,0.926063412329874
13,0.04866497359385971,0.052267882079682776,0.9253465864474907
14,0.048476338929658316,0.052076007518890396,0.9265989273972612
15,0.048189318725922296,0.05236119346425898,0.9253911182378761
16,0.04805700156096155,0.05237105837567701,0.9262773717934659
17,0.04784129481894704,0.05252970007685311,0.9268733055750837
18,0.04765734107520806,0.05255904007825289,0.9254205500024767
19,0.04743890095365987,0.05242796867771699,0.9255762747038807
20,0.04722644874686056,0.052635865394738364,0.926363164784232
21,0.04702407818974631,0.05274373610376875,0.9261755447464978
22,0.04684732963572294,0.052759345132438976,0.9257560684924836
23,0.046669347949067255,0.052678399563084045,0.9262903985475727
24,0.04643286568889748,0.05293095307381132,0.9262644134642893
25,0.04623322360883894,0.05309139193458414,0.9260798075921745
26,0.04603325772011797,0.05303109039307867,0.9265530432155356
27,0.04580020502019903,0.05320613252431363,0.926013373271934
28,0.04561474119499898,0.05327986785069017,0.9263263765865379
29,0.04548574118854123,0.05305538900693503,0.9264632728395717
30,0.0452498819723647,0.05306773101760507,0.9263852930686092
31,0.045085137037991926,0.053607556467436306,0.9258600115653428
32,0.04487691312265633,0.05349979456473875,0.9265441134041004
33,0.04468495956903396,0.05341971925081983,0.9262531129220111
34,0.04448353105458375,0.05347025046551026,0.9261273325284595
35,0.04430034823138422,0.053817828799178104,0.9265401008699856
36,0.04406057635029207,0.05364839240453256,0.9264437116595605
37,0.043950798000965116,0.053759503621345225,0.9258945786214933
38,0.04377694970535344,0.05376582352614466,0.925901105125214
39,0.04354934907202052,0.05390149444209203,0.9256527649181772
40,0.04338339460081172,0.053985736406965634,0.925814177846861
41,0.043225397766870385,0.054203720007093004,0.9254723625453005
42,0.04305027835124826,0.05435379377389503,0.925841172348487
43,0.042889147801846494,0.05459177066906113,0.9260018399581396
44,0.0427057096677794,0.054389312340826626,0.9258866837825936
45,0.042536078032327326,0.05444406290970781,0.9255288094688872
46,0.04236494914167865,0.054630269566475216,0.9253677297053245
47,0.0421908182317138,0.054422797100469274,0.9250321628480781
48,0.042052734611320176,0.054888153357315506,0.9251842715877985
49,0.0419443616248218,0.0546961840376712,0.9257142282579292
50,0.04174320013785611,0.055548195309952315,0.9254519211858264
