epoch,train_loss,test_loss,test_auc
1,0.05685226134734385,0.0529304463043957,0.917294590596929
2,0.05221847195343001,0.052431678025089905,0.9225505889306345
3,0.05112485675277087,0.05247392617592091,0.9221617545544072
4,0.05035247220237935,0.05220798181562176,0.9240497001962813
5,0.049769352049338876,0.05266143979413982,0.9257829610345414
6,0.04925343682526818,0.052260194347588315,0.9256774636164748
7,0.04873201164071015,0.05236535247109037,0.9258239022724923
8,0.04832883488119022,0.05252808430192577,0.9255379884901921
9,0.04793072337761083,0.05237657613558499,0.9264350641748537
10,0.047551448997905116,0.052349223997710886,0.925860266298715
11,0.047142680479504435,0.05244464924075977,0.9261043416696292
12,0.04675312843791165,0.052572226791620214,0.9252362938048878
13,0.04636385000523368,0.053512292325276184,0.9259235317853135
14,0.046063695118133526,0.052786446683711186,0.9244686446138628
15,0.045677503365286316,0.05326248424680119,0.9256618200848453
16,0.045406630542838104,0.052996465886657025,0.9249287376799769
17,0.04512043941837102,0.052986791844854934,0.9245640664922792
18,0.04475678776932266,0.05375333822301863,0.9245203147762191
19,0.04446162095012273,0.05364280794839273,0.9236276825739845
20,0.0440872857114898,0.05349064930762048,0.9240205890818833
21,0.043925040586823644,0.05339282068254714,0.9249471998321573
22,0.04362201530651272,0.054098013013385675,0.9234405660119769
23,0.04333303788831475,0.05378682012187182,0.9229934527210656
24,0.043007993158591516,0.0538033769092958,0.9246816166181261
25,0.04272382324960099,0.053995281947196064,0.9238184379803525
26,0.042499182993104644,0.05450559715670376,0.9236031232052253
27,0.042258892377082025,0.05426384141991417,0.9236518041905896
28,0.04194518859245685,0.05551495028440209,0.9230226718841006
29,0.04170165814369405,0.054309619691039514,0.9228398051479864
30,0.04144010464385453,0.054359773030308825,0.922593039071011
31,0.04124724395757382,0.05497930544284807,0.9221595869384038
32,0.04096960568537674,0.054978911089804905,0.9227421513822772
33,0.040749505115596066,0.05469239835867735,0.9227027749013424
34,0.04052109044897328,0.055283687855741025,0.9223364974742273
35,0.040303163344992614,0.054934988739230535,0.9219163133706239
36,0.04006166874531663,0.05547750108526142,0.9217454385425514
37,0.03985689630999665,0.05561623863900011,0.9220481461078014
38,0.03964701009266854,0.05545206075080379,0.9219782767998128
39,0.03941646250868668,0.05608064268991753,0.9224855281024521
40,0.03925244891142908,0.055470289962627754,0.9210461613881344
41,0.03909458933031098,0.05583202667458665,0.9215590623814263
42,0.038813206798222435,0.05602058859605894,0.9209035386355034
43,0.038603360251123923,0.056666589471743196,0.9207868740506262
44,0.038466391594639035,0.05643253449923076,0.9203134294180366
45,0.03824665651630575,0.05629680033932912,0.9206485838357488
46,0.03810936384302367,0.05658719631111911,0.9206273822237498
47,0.03790192041633365,0.05670582383503813,0.9203436936172673
48,0.03767270153640141,0.05671645300949877,0.9198520956456081
49,0.03755207952438351,0.05697340818214552,0.9202241971210444
50,0.03733051830408347,0.05697772550858476,0.9199159844723468
51,0.03720463262043052,0.05732072823761857,0.91992407274468
52,0.03704072656153204,0.05733556871262824,0.9200537769410484
53,0.03691689367980299,0.057398768182238526,0.9198330509834406
54,0.03664188818694663,0.05748795866828129,0.918932391815916
55,0.03653862803289715,0.05719312972044599,0.9190758647687622
56,0.036385264766700176,0.057504745645574326,0.9194047386939084
57,0.03629283273445666,0.05885745622398693,0.9194284020175222
58,0.036053743026730894,0.05788858014062438,0.9191302787264671
59,0.035952353668416925,0.057846250984874295,0.9189991946960311
60,0.0358435697152107,0.05833710436725416,0.9185076438837451
61,0.03569294608694483,0.05853218239891807,0.9184860763535472
